horizon,model,RMSE,Rsquared,MAE,mtry,splitrule,min.node.size,Resample
7,rf_roll3_caret_cv,0.7963267078344459,0.6837357791430869,0.300852139759796,1,variance,20,Fold3
7,rf_roll3_caret_cv,0.8238540686952545,0.7413917472143733,0.30705762623277705,1,variance,5,Fold4
7,rf_roll3_caret_cv,0.8202706865556683,0.7481554938058761,0.3084581962187761,1,variance,10,Fold4
7,rf_roll3_caret_cv,0.8203803219133761,0.752080545237335,0.3095449973914693,1,variance,20,Fold4
7,rf_roll3_caret_cv,0.8427805690843904,0.7253142169871228,0.3314883181798234,1,variance,5,Fold5
7,rf_roll3_caret_cv,0.8288014283053038,0.7364325630199139,0.3280321722649432,1,variance,10,Fold5
7,rf_roll3_caret_cv,0.8147693741529521,0.7475149184383034,0.32504673112334526,1,variance,20,Fold5
7,rf_roll3_caret_cv,0.7969039594465681,0.7317237475361231,0.3383513564215069,1,variance,5,Fold6
7,rf_roll3_caret_cv,0.7927730221241283,0.735938585449467,0.33746288903339433,1,variance,10,Fold6
7,rf_roll3_caret_cv,0.7784295806204794,0.7467455532383867,0.33324726466652227,1,variance,20,Fold6
7,rf_roll3_caret_cv,0.7284748100833536,0.7772553153433147,0.3165289472693807,1,variance,5,Fold7
7,rf_roll3_caret_cv,0.723397527651726,0.7817884730624247,0.3157264371240264,1,variance,10,Fold7
7,rf_roll3_caret_cv,0.7160552718936671,0.7904707239940648,0.3140989030365133,1,variance,20,Fold7
