horizon,model,feature,importance
6,grievance_gbm,vdem_v2elintim,393.3441262242614
6,grievance_gbm,vdem_v2elfrfair,371.3905412223081
6,grievance_gbm,vdem_v2x_frassoc_thick,333.6225036994106
6,grievance_gbm,vdem_v2x_cspart,276.1438660473283
6,grievance_gbm,vdem_v2x_freexp_altinf,247.10325557792055
6,grievance_gbm,vdem_v2elirreg,204.42607878210472
6,grievance_gbm,vdem_v2xeg_eqaccess,121.45600069827289
6,grievance_gbm,vdem_v2x_suffr,74.55434104389893
6,grievance_gbm,fh_cl,0
7,grievance_gbm,vdem_v2xeg_eqdr,919.5870365131336
7,grievance_gbm,vdem_v2elvotbuy,724.7596275080753
7,grievance_gbm,vdem_v2xeg_eqprotec,724.3856459219065
7,grievance_gbm,vdem_v2x_egaldem,597.9891751225372
7,grievance_gbm,vdem_v2elintim,512.1779799322501
7,grievance_gbm,vdem_v2x_egal,500.04711133616456
7,grievance_gbm,vdem_v2elfrfair,492.55032143047544
7,grievance_gbm,vdem_v2xeg_eqaccess,309.2172628668462
7,grievance_gbm,vdem_v2x_frassoc_thick,264.6208827988439
7,grievance_gbm,vdem_v2elirreg,263.4221458746059
7,grievance_gbm,vdem_v2x_freexp_altinf,249.4424306946342
7,grievance_gbm,vdem_v2x_cspart,237.2289603160778
7,grievance_gbm,vdem_v2x_suffr,11.795463301668702
7,grievance_gbm,fh_cl,0
