horizon,model,RMSE,Rsquared,MAE,mtry,splitrule,min.node.size,Resample
6,rf_lag123_caret_cv,0.7528906291841923,0.7727696236662156,0.2967952645583311,3,variance,5,Fold5
6,rf_lag123_caret_cv,0.7003662363853842,0.7901222988102099,0.30800163987259604,1,variance,5,Fold6
6,rf_lag123_caret_cv,0.7235277777358967,0.7754163740447236,0.3087952666881757,2,variance,5,Fold6
6,rf_lag123_caret_cv,0.7310356270681582,0.7707840542037537,0.3087127458220522,3,variance,5,Fold6
6,rf_lag123_caret_cv,0.6374416962661941,0.8312931922499116,0.2818928156234188,1,variance,5,Fold7
6,rf_lag123_caret_cv,0.6597654075043726,0.8167860778330581,0.2794636124799399,2,variance,5,Fold7
6,rf_lag123_caret_cv,0.6717970941818893,0.8089988954415929,0.28166331468204564,3,variance,5,Fold7
6,rf_lag123_caret_cv,0.5597817217580315,0.86278865184670706,0.24955739930761217,1,variance,5,Fold8
6,rf_lag123_caret_cv,0.5781587078955684,0.8517767791167988,0.24594846094015627,2,variance,5,Fold8
6,rf_lag123_caret_cv,0.5898239908574114,0.8450644681869298,0.24883377518079028,3,variance,5,Fold8
6,rf_lag123_caret_cv,0.6003428210238977,0.8482531002293627,0.26205906055968164,1,variance,5,Fold9
6,rf_lag123_caret_cv,0.6179166962144994,0.8373456081695362,0.2582413237143074,2,variance,5,Fold9
6,rf_lag123_caret_cv,0.6287677288816881,0.8309758273610284,0.25944511335037995,3,variance,5,Fold9
7,rf_lag123_caret_cv,0.7747853516890292,0.6416258583807536,0.27649923162526574,1,variance,5,Fold1
7,rf_lag123_caret_cv,0.786379483106851,0.6317590558928371,0.2716126695442615,2,variance,5,Fold1
7,rf_lag123_caret_cv,0.792102886645092,0.6269342786081143,0.27060759054941114,3,variance,5,Fold1
7,rf_lag123_caret_cv,0.6489669282596634,0.823747894265195,0.280846070319194,1,variance,5,Fold10
7,rf_lag123_caret_cv,0.665141433408848,0.8138697631910153,0.27679536953150813,2,variance,5,Fold10
7,rf_lag123_caret_cv,0.6710291921391119,0.810389042565253,0.27749233354232095,3,variance,5,Fold10
7,rf_lag123_caret_cv,0.6841526692069673,0.7486614970897432,0.2668412653667589,1,variance,5,Fold2
7,rf_lag123_caret_cv,0.6986261331445124,0.7364686141524099,0.26249834359190416,2,variance,5,Fold2
7,rf_lag123_caret_cv,0.7067625905770827,0.7300081399593605,0.2642337260125467,3,variance,5,Fold2
7,rf_lag123_caret_cv,0.6757413647726918,0.7701402198711765,0.271275305249482,1,variance,5,Fold3
7,rf_lag123_caret_cv,0.6824880543370911,0.7625154094612183,0.26343561302018115,2,variance,5,Fold3
7,rf_lag123_caret_cv,0.6898079938976305,0.7555971724845995,0.26486827016424,3,variance,5,Fold3
7,rf_lag123_caret_cv,0.7759024587676979,0.7655305031340367,0.29909445706222126,1,variance,5,Fold4
7,rf_lag123_caret_cv,0.7857561812031212,0.7557794278343525,0.2935593039363079,2,variance,5,Fold4
7,rf_lag123_caret_cv,0.7874268876940301,0.7538299458650428,0.2920476753305515,3,variance,5,Fold4
7,rf_lag123_caret_cv,0.7354820852258505,0.7852694303158976,0.3043635645728067,1,variance,5,Fold5
7,rf_lag123_caret_cv,0.7340507332743152,0.7849840836990659,0.29491088188190767,2,variance,5,Fold5
7,rf_lag123_caret_cv,0.7301817035635153,0.7869707009149438,0.2928476807994898,3,variance,5,Fold5
7,rf_lag123_caret_cv,0.7060550016785664,0.7863750289037019,0.30950362042925,1,variance,5,Fold6
7,rf_lag123_caret_cv,0.7253628553841497,0.7742740221458208,0.30672044631489137,2,variance,5,Fold6
7,rf_lag123_caret_cv,0.7358107393465895,0.767864030717011,0.30831257778039106,3,variance,5,Fold6
7,rf_lag123_caret_cv,0.6583818149641674,0.8192811630840171,0.2953850577950069,1,variance,5,Fold7
7,rf_lag123_caret_cv,0.6776839107330251,0.8061260481034606,0.2945949189116689,2,variance,5,Fold7
7,rf_lag123_caret_cv,0.6868156297568283,0.8000460786485986,0.29552322920998686,3,variance,5,Fold7
7,rf_lag123_caret_cv,0.5635531922133507,0.860244866847394,0.25655137039328546,1,variance,5,Fold8
7,rf_lag123_caret_cv,0.5871274103245888,0.8466114136367829,0.2544729431282489,2,variance,5,Fold8
7,rf_lag123_caret_cv,0.5993139356089302,0.8397101495275636,0.2564282444254983,3,variance,5,Fold8
7,rf_lag123_caret_cv,0.5986881483504879,0.850753020786039,0.26640154666432136,1,variance,5,Fold9
7,rf_lag123_caret_cv,0.61058284118731,0.8426999751906985,0.2610647067958948,2,variance,5,Fold9
7,rf_lag123_caret_cv,0.6262677194396117,0.8335077885104143,0.26335405666749123,3,variance,5,Fold9
